EmployeeNumber,EmployeeName,Department,JobRole,Attrition_Prob,Risk,occupation_title,gap_count,skill_gap,recommendation
1108,Timothy Scott,Research & Development,Research Scientist,0.95,HIGH,Natural Sciences Managers,3,"Active Listening, Microsoft PowerPoint, Writing",Priority: Active Listening -> Active Listening for Managers
1109,Ananya Rivera (1109),Research & Development,Manager,0.101,LOW,General and Operations Managers,3,"Microsoft Office software, Microsoft PowerPoint, Reading Comprehension",Priority: Microsoft Office software -> Microsoft Office Essentials
1111,Nguyen Smith,Research & Development,Laboratory Technician,0.875,HIGH,Chemical Technicians,1,Science,Priority: Science -> Domain Science Fundamentals (role-specific)
1113,Fatima Wang (1113),Sales,Sales Executive,0.526,MEDIUM,Sales Managers,1,Critical Thinking,Priority: Critical Thinking -> Structured Problem Solving workshop
1114,Sergei Hassan,Sales,Sales Executive,0.115,LOW,Sales Managers,4,"Active Listening, Critical Thinking, Monitoring, Speaking",Priority: Critical Thinking -> Structured Problem Solving workshop
1115,Tariq Chen,Research & Development,Research Scientist,0.022,LOW,Natural Sciences Managers,4,"Microsoft Excel, Monitoring, Science, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1116,Kim Ramirez,Research & Development,Manager,0.023,LOW,General and Operations Managers,1,Active Learning,Priority: Active Learning -> Learning How to Learn
1117,Omar Wang,Sales,Sales Executive,0.019,LOW,Sales Managers,2,"Active Learning, Speaking",Priority: Speaking -> Public Speaking & Presentation Skills
1118,Karen Rossi,Research & Development,Healthcare Representative,0.251,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3,"Active Listening, Critical Thinking, Microsoft Excel",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1119,Linda Huang,Sales,Sales Executive,0.454,MEDIUM,Sales Managers,2,"Microsoft Excel, Microsoft Outlook",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1120,Hiro Lewis,Research & Development,Research Scientist,0.046,LOW,Natural Sciences Managers,3,"Microsoft Office software, Microsoft PowerPoint, Science",Priority: Microsoft Office software -> Microsoft Office Essentials
1121,Hassan Novak (1121),Research & Development,Manufacturing Director,0.015,LOW,Industrial Production Managers,4,"Learning Strategies, Monitoring, Reading Comprehension, Speaking",Priority: Reading Comprehension -> Business Writing & Comprehension
1124,Andrew Robinson,Sales,Manager,0.105,LOW,General and Operations Managers,4,"Active Learning, Active Listening, Critical Thinking, Monitoring",Priority: Critical Thinking -> Structured Problem Solving workshop
1125,Vikram Thomas,Sales,Sales Executive,0.778,HIGH,Sales Managers,1,Active Learning,Priority: Active Learning -> Learning How to Learn
1126,Aisha Malik,Research & Development,Manufacturing Director,0.587,MEDIUM,Industrial Production Managers,4,"Microsoft Excel, Microsoft Outlook, Monitoring, Speaking",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1127,Dmitri Shah,Research & Development,Healthcare Representative,0.388,MEDIUM,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2,"Active Learning, Microsoft Office software",Priority: Microsoft Office software -> Microsoft Office Essentials
1128,Piotr Lopez,Research & Development,Research Director,0.07,LOW,Natural Sciences Managers,1,Critical Thinking,Priority: Critical Thinking -> Structured Problem Solving workshop
1131,Stephanie Perez (1131),Research & Development,Research Scientist,0.546,MEDIUM,Natural Sciences Managers,2,"Microsoft PowerPoint, Reading Comprehension",Priority: Reading Comprehension -> Business Writing & Comprehension
1132,Stephanie Moreau,Research & Development,Laboratory Technician,0.664,HIGH,Chemical Technicians,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
1133,Emily Lopez,Research & Development,Manufacturing Director,0.069,LOW,Industrial Production Managers,3,"Critical Thinking, Microsoft Office software, Monitoring",Priority: Critical Thinking -> Structured Problem Solving workshop
1135,Ravi Hall,Sales,Sales Representative,0.454,MEDIUM,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,"Microsoft Excel, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1136,Elena Siddiqui,Research & Development,Research Scientist,0.27,LOW,Natural Sciences Managers,1,Microsoft Excel,Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1137,Mark Siddiqui,Sales,Sales Executive,0.146,LOW,Sales Managers,4,"Active Listening, Microsoft Outlook, Monitoring, Speaking",Priority: Active Listening -> Active Listening for Managers
1138,William Miller,Sales,Sales Executive,0.503,MEDIUM,Sales Managers,3,"Microsoft Office software, Microsoft Outlook, Speaking",Priority: Microsoft Office software -> Microsoft Office Essentials
1140,Mateo Choi,Research & Development,Manufacturing Director,0.168,LOW,Industrial Production Managers,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1143,Nancy Chowdhury,Research & Development,Research Scientist,0.08,LOW,Natural Sciences Managers,1,Writing,Priority: Writing -> Business Writing Essentials
1148,Nancy Ivanova,Research & Development,Laboratory Technician,0.905,HIGH,Chemical Technicians,1,Microsoft Excel,Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1150,Marta Allen,Research & Development,Manufacturing Director,0.536,MEDIUM,Industrial Production Managers,3,"Critical Thinking, Microsoft Office software, Speaking",Priority: Critical Thinking -> Structured Problem Solving workshop
1152,James Lewis,Human Resources,Human Resources,0.279,LOW,Human Resources Specialists,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
1154,Camila Mitchell,Research & Development,Research Scientist,0.507,MEDIUM,Natural Sciences Managers,3,"Microsoft PowerPoint, Monitoring, Reading Comprehension",Priority: Reading Comprehension -> Business Writing & Comprehension
1156,Zara Garcia,Research & Development,Laboratory Technician,0.554,MEDIUM,Chemical Technicians,2,"Microsoft Office software, Monitoring",Priority: Microsoft Office software -> Microsoft Office Essentials
1157,Deborah Jackson (1157),Sales,Sales Executive,0.911,HIGH,Sales Managers,2,"Microsoft Outlook, Microsoft PowerPoint",Priority: Microsoft PowerPoint -> Presentation Design Fundamentals
1158,Donald Hussain,Research & Development,Laboratory Technician,0.879,HIGH,Chemical Technicians,4,"Critical Thinking, Reading Comprehension, Science, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
1160,Priya Shah,Research & Development,Laboratory Technician,0.492,MEDIUM,Chemical Technicians,4,"Critical Thinking, Microsoft Outlook, Science, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
1161,Mark Robinson,Research & Development,Healthcare Representative,0.176,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2,"Critical Thinking, Microsoft Outlook",Priority: Critical Thinking -> Structured Problem Solving workshop
1162,Ling Thomas,Research & Development,Research Scientist,0.227,LOW,Natural Sciences Managers,3,"Microsoft Office software, Reading Comprehension, Writing",Priority: Microsoft Office software -> Microsoft Office Essentials
1163,Omar Miller,Sales,Sales Executive,0.248,LOW,Sales Managers,4,"Active Listening, Critical Thinking, Microsoft Outlook, Microsoft PowerPoint",Priority: Critical Thinking -> Structured Problem Solving workshop
1164,Stephanie Perez (1164),Human Resources,Human Resources,0.449,MEDIUM,Human Resources Specialists,2,"Applicant tracking software, Microsoft Outlook",Priority: Microsoft Outlook -> Effective Email & Calendar Management
1165,Jessica Siddiqui,Sales,Sales Executive,0.597,MEDIUM,Sales Managers,2,"Microsoft Excel, Microsoft Outlook",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1166,Amanda Hill,Research & Development,Research Director,0.118,LOW,Natural Sciences Managers,1,Monitoring,Priority: Monitoring -> Performance Monitoring & KPIs
1167,Lee Petrov,Sales,Sales Executive,0.977,HIGH,Sales Managers,2,"Microsoft Excel, Microsoft PowerPoint",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1171,Marta Patel,Sales,Sales Executive,0.572,MEDIUM,Sales Managers,2,"Microsoft Office software, Speaking",Priority: Microsoft Office software -> Microsoft Office Essentials
1172,Margaret Baker,Research & Development,Laboratory Technician,0.352,MEDIUM,Chemical Technicians,1,Reading Comprehension,Priority: Reading Comprehension -> Business Writing & Comprehension
1173,Olga Liu,Research & Development,Laboratory Technician,0.871,HIGH,Chemical Technicians,2,"Microsoft Excel, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1175,David Clark,Research & Development,Laboratory Technician,0.765,HIGH,Chemical Technicians,2,"Science, Writing",Priority: Writing -> Business Writing Essentials
1177,Wang Malik,Research & Development,Laboratory Technician,0.09,LOW,Chemical Technicians,4,"Active Listening, Microsoft Excel, Microsoft Office software, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1179,Hassan Rossi (1179),Sales,Sales Executive,0.278,LOW,Sales Managers,4,"Active Learning, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint",Priority: Microsoft Office software -> Microsoft Office Essentials
1180,Diego Khan,Research & Development,Research Scientist,0.73,HIGH,Natural Sciences Managers,2,"Microsoft Office software, Monitoring",Priority: Microsoft Office software -> Microsoft Office Essentials
1182,Yuki Lee,Research & Development,Manufacturing Director,0.097,LOW,Industrial Production Managers,2,"Microsoft Office software, Speaking",Priority: Microsoft Office software -> Microsoft Office Essentials
1184,Zhang Nelson (1184),Research & Development,Healthcare Representative,0.127,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2,"Microsoft Outlook, Writing",Priority: Microsoft Outlook -> Effective Email & Calendar Management
1185,Steven Carter,Research & Development,Laboratory Technician,0.197,LOW,Chemical Technicians,2,"Microsoft Office software, Writing",Priority: Microsoft Office software -> Microsoft Office Essentials
1188,Sandra Roberts (1188),Sales,Sales Executive,0.867,HIGH,Sales Managers,4,"Active Learning, Active Listening, Microsoft Excel, Microsoft Office software",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1190,Mateo Khan,Sales,Sales Representative,0.211,LOW,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",3,"Active Learning, Microsoft Excel, Speaking",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1191,Yuki Thompson,Research & Development,Manager,0.081,LOW,General and Operations Managers,4,"Active Learning, Microsoft Excel, Microsoft Office software, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1192,Lee Clark,Research & Development,Laboratory Technician,0.066,LOW,Chemical Technicians,1,Science,Priority: Science -> Domain Science Fundamentals (role-specific)
1193,Patricia Hall (1193),Research & Development,Research Scientist,0.52,MEDIUM,Natural Sciences Managers,4,"Microsoft Office software, Microsoft PowerPoint, Science, Writing",Priority: Microsoft Office software -> Microsoft Office Essentials
1195,Andrew Yang,Research & Development,Research Scientist,0.295,LOW,Natural Sciences Managers,1,Microsoft Excel,Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1196,Brian Gupta,Research & Development,Manufacturing Director,0.019,LOW,Industrial Production Managers,5,"Learning Strategies, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1198,Barbara Moore,Research & Development,Laboratory Technician,0.851,HIGH,Chemical Technicians,3,"Active Listening, Critical Thinking, Microsoft Outlook",Priority: Critical Thinking -> Structured Problem Solving workshop
1200,Lisa Moore,Research & Development,Research Scientist,0.385,MEDIUM,Natural Sciences Managers,2,"Microsoft Excel, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1201,Matthew Brown,Research & Development,Manager,0.005,LOW,General and Operations Managers,3,"Microsoft Excel, Microsoft PowerPoint, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1202,Daniel Chen,Research & Development,Research Scientist,0.544,MEDIUM,Natural Sciences Managers,4,"Microsoft Excel, Microsoft Office software, Monitoring, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1203,Jennifer Kumar,Research & Development,Research Scientist,0.564,MEDIUM,Natural Sciences Managers,4,"Active Listening, Microsoft Excel, Microsoft Office software, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
